age,job,marital,education,make_deposit,y
39,housemaid,married,basic.4y,0.005,no
47,management,divorced,university.degree,0,no
42,services,married,professional.course,0.579,yes
36,technician,single,high.school,0,no
26,blue-collar,single,high.school,0.004,no
51,admin.,married,basic.9y,0.107,no
27,admin.,married,high.school,0.043,no
50,unknown,single,unknown,0.017,no
36,blue-collar,single,high.school,0.004,no
58,blue-collar,married,basic.4y,0,no
30,admin.,single,university.degree,0.021,no
31,blue-collar,married,basic.9y,0.001,no
43,blue-collar,single,professional.course,0.009,no
30,admin.,married,university.degree,0.694,no
29,admin.,single,university.degree,0.235,no
38,admin.,single,high.school,0.004,no
22,unemployed,single,high.school,0.17,no
47,blue-collar,married,basic.9y,0.011,no
28,services,married,high.school,0.051,no
33,blue-collar,married,high.school,0.022,no
43,services,married,high.school,0.008,no
33,blue-collar,divorced,basic.9y,0.001,no
50,blue-collar,married,basic.4y,0.034,no
52,management,married,basic.6y,0.379,yes
39,admin.,divorced,professional.course,0.011,no
33,technician,married,high.school,0.005,no
37,technician,single,high.school,0.008,no
33,entrepreneur,married,university.degree,0.005,no
45,blue-collar,married,basic.4y,0.003,no
37,entrepreneur,married,basic.9y,0.012,no
34,admin.,married,high.school,0.017,no
31,admin.,divorced,high.school,0.02,no
35,admin.,married,university.degree,0.03,no
54,blue-collar,married,basic.6y,0.012,no
39,entrepreneur,married,professional.course,0.003,no
32,admin.,single,university.degree,0,no
57,admin.,divorced,university.degree,0.002,no
30,admin.,single,university.degree,0,no
48,technician,married,unknown,0.006,no
41,services,divorced,basic.9y,0.001,no
54,blue-collar,married,basic.9y,0.001,no
29,blue-collar,married,basic.9y,0.003,no
46,blue-collar,married,basic.6y,0.004,no
38,admin.,married,high.school,0.004,no
27,blue-collar,single,basic.9y,0.309,yes
42,admin.,divorced,university.degree,0.005,no
47,entrepreneur,married,university.degree,0.019,no
27,technician,single,professional.course,0.056,no
28,services,married,basic.9y,0.015,no
40,retired,married,professional.course,0.002,no
41,services,married,basic.9y,0.002,no
32,blue-collar,married,high.school,0.047,no
52,blue-collar,married,basic.4y,0.001,no
31,self-employed,single,high.school,0.002,no
33,technician,single,high.school,0.044,no
31,management,married,university.degree,0.005,no
34,admin.,single,university.degree,0.005,no
55,blue-collar,married,basic.4y,0.002,no
43,unemployed,married,high.school,0.146,no
49,unemployed,married,professional.course,0.015,yes
28,technician,single,professional.course,0.002,no
35,technician,married,professional.course,0,no
27,blue-collar,married,basic.9y,0.001,no
38,blue-collar,divorced,basic.9y,0.322,yes
37,admin.,single,university.degree,0.002,no
38,technician,married,university.degree,0.003,no
42,admin.,divorced,university.degree,0.005,no
59,retired,married,basic.4y,0.002,no
29,student,single,high.school,0.277,yes
41,technician,married,basic.9y,0.001,no
47,blue-collar,married,basic.6y,0.072,no
45,entrepreneur,single,university.degree,0,no
35,blue-collar,single,basic.6y,0.243,no
33,unemployed,divorced,professional.course,0.012,no
37,self-employed,married,professional.course,0.003,no
43,admin.,single,high.school,0.411,yes
49,blue-collar,divorced,basic.4y,0.198,yes
29,management,single,university.degree,0,no
52,entrepreneur,married,university.degree,0.027,no
36,technician,married,university.degree,0,no
38,entrepreneur,divorced,basic.9y,0.009,no
35,blue-collar,married,basic.9y,0,no
28,admin.,single,university.degree,0.017,no
33,blue-collar,married,high.school,0.005,no
49,admin.,married,basic.9y,0.005,no
32,admin.,married,high.school,0.395,no
64,retired,married,university.degree,0.532,yes
54,technician,married,professional.course,0.261,yes
38,admin.,single,university.degree,0.006,no
42,technician,divorced,university.degree,0.005,no
54,technician,single,basic.9y,0.01,no
39,unemployed,married,university.degree,0.01,no
37,blue-collar,married,basic.6y,0.012,no
44,technician,married,professional.course,0.004,no
26,technician,married,university.degree,0.051,no
29,admin.,single,high.school,0,no
43,blue-collar,married,basic.9y,0.297,no
32,admin.,single,high.school,0,no
50,blue-collar,married,basic.9y,0,no
31,blue-collar,married,professional.course,0.209,no
54,admin.,married,university.degree,0.01,no
45,blue-collar,married,unknown,0.003,no
50,blue-collar,divorced,basic.9y,0.029,no
40,technician,single,professional.course,0.004,no
52,services,married,high.school,0.008,no
57,admin.,divorced,high.school,0.001,no
30,admin.,single,high.school,0.117,no
31,admin.,single,high.school,0.002,no
40,blue-collar,married,professional.course,0.03,yes
32,self-employed,single,university.degree,0.17,no
44,services,married,high.school,0.015,no
33,blue-collar,single,basic.4y,0.494,yes
52,self-employed,married,university.degree,0,no
29,blue-collar,single,high.school,0.004,no
33,blue-collar,married,basic.4y,0.001,no
45,admin.,married,university.degree,0.003,no
33,housemaid,married,high.school,0.417,yes
32,technician,married,high.school,0.377,no
37,entrepreneur,single,professional.course,0.017,no
42,blue-collar,married,basic.4y,0,no
47,management,married,basic.9y,0.001,no
46,admin.,married,university.degree,0.004,no
31,admin.,divorced,university.degree,0.012,no
52,admin.,married,university.degree,0.018,no
28,blue-collar,single,high.school,0.124,yes
42,retired,married,basic.9y,0.004,no
30,admin.,single,basic.9y,0.026,no
41,unknown,married,unknown,0.008,no
31,services,married,basic.9y,0.204,no
36,admin.,single,university.degree,0.175,no
30,technician,married,university.degree,0,no
26,blue-collar,single,professional.course,0.015,no
33,admin.,single,high.school,0.002,no
37,admin.,married,university.degree,0,no
31,entrepreneur,single,university.degree,0.431,yes
36,admin.,married,high.school,0,no
31,admin.,divorced,high.school,0.004,no
36,technician,married,professional.course,0.204,no
37,services,single,basic.6y,0.007,no
41,entrepreneur,single,high.school,0.003,no
51,admin.,married,university.degree,0.006,no
32,management,single,university.degree,0.424,no
44,admin.,married,professional.course,0.008,no
36,blue-collar,married,basic.9y,0.008,no
35,blue-collar,married,basic.9y,0,no
47,technician,married,professional.course,0.016,no
39,services,married,basic.4y,0.003,no
51,blue-collar,married,professional.course,0.198,no
40,services,married,basic.4y,0.006,no
54,admin.,married,high.school,0.001,no
34,admin.,married,university.degree,0.001,no
46,blue-collar,married,basic.6y,0.003,no
40,admin.,single,high.school,0.436,yes
42,entrepreneur,married,basic.6y,0,no
33,admin.,married,university.degree,0.193,no
45,blue-collar,married,unknown,0.051,no
30,admin.,married,high.school,0.027,no
33,technician,single,professional.course,0.003,no
47,blue-collar,single,basic.6y,0.069,no
50,entrepreneur,married,basic.9y,0,no
28,management,single,university.degree,0.033,no
45,blue-collar,divorced,basic.9y,0,no
55,unknown,married,basic.4y,0.032,no
44,management,married,basic.6y,0.122,no
51,admin.,divorced,high.school,0.015,no
29,admin.,single,high.school,0.768,yes
33,housemaid,married,basic.4y,0.007,no
44,management,married,high.school,0.001,no
41,blue-collar,married,basic.9y,0.005,no
33,technician,married,professional.course,0.008,no
36,blue-collar,married,basic.9y,0.242,no
48,admin.,married,university.degree,0.001,no
29,unemployed,divorced,university.degree,0.003,no
37,blue-collar,married,basic.9y,0,no
47,unemployed,married,high.school,0.002,no
54,services,divorced,high.school,0.003,no
37,entrepreneur,divorced,university.degree,0.026,no
53,management,married,university.degree,0.006,no
54,admin.,divorced,high.school,0.003,no
23,student,single,professional.course,0.887,yes
48,housemaid,married,basic.4y,0.011,no
28,admin.,single,high.school,0.009,no
49,technician,married,professional.course,0.014,no
32,technician,single,professional.course,0.054,no
33,management,married,high.school,0.002,no
30,technician,single,professional.course,0.413,yes
49,blue-collar,married,basic.6y,0.594,yes
57,management,divorced,university.degree,0.004,no
70,retired,married,university.degree,0.097,no
38,admin.,divorced,university.degree,0.013,no
39,blue-collar,married,professional.course,0.002,no
74,retired,married,professional.course,0.476,no
31,admin.,single,high.school,0.114,no
40,services,married,basic.4y,0.011,no
74,retired,married,basic.4y,0.387,no
39,admin.,single,high.school,0.007,no
38,admin.,divorced,university.degree,0.215,yes
18,student,single,high.school,0.45,yes
49,housemaid,married,basic.4y,0.127,yes
25,services,single,basic.9y,0.184,no
69,services,married,unknown,0.521,no
41,services,married,high.school,0.002,no
32,blue-collar,married,high.school,0,no
49,blue-collar,married,high.school,0.013,no
58,retired,married,professional.course,0.012,no
48,entrepreneur,single,professional.course,0.512,no
29,blue-collar,married,basic.9y,0.029,no
43,services,married,basic.6y,0.332,no
31,blue-collar,married,basic.9y,0,no
32,services,married,high.school,0.002,no
40,blue-collar,married,basic.6y,0.032,no
45,technician,married,professional.course,0.004,no
56,services,married,basic.4y,0.009,no
28,admin.,married,high.school,0,no
32,entrepreneur,married,high.school,0.004,no
60,retired,married,professional.course,0.112,no
37,blue-collar,married,basic.9y,0.001,no
46,blue-collar,married,basic.4y,0,no
36,entrepreneur,divorced,high.school,0.017,no
34,admin.,married,professional.course,0.001,no
57,retired,single,unknown,0.009,no
56,technician,married,unknown,0.49,yes
33,technician,married,high.school,0.015,no
45,technician,married,university.degree,0.002,no
34,technician,married,university.degree,0,no
44,admin.,married,basic.9y,0.027,no
39,management,married,basic.6y,0.011,no
32,technician,single,professional.course,0.028,no
43,blue-collar,married,high.school,0.009,no
31,services,single,university.degree,0.05,no
76,retired,married,basic.4y,0.933,yes
58,retired,married,university.degree,0.003,no
33,admin.,single,university.degree,0.003,no
51,management,divorced,university.degree,0.224,no
24,student,single,basic.4y,0.002,no
39,housemaid,married,basic.4y,0,no
52,management,divorced,university.degree,0.001,no
49,services,married,high.school,0.001,no
36,technician,married,professional.course,0,no
25,technician,single,high.school,0.006,no
44,admin.,married,high.school,0.007,no
39,self-employed,married,university.degree,0.008,no
45,entrepreneur,married,unknown,0.009,no
29,blue-collar,single,high.school,0.002,no
45,admin.,married,high.school,0.003,no
33,blue-collar,single,basic.4y,0.019,no
26,admin.,single,high.school,0.237,no
28,technician,married,professional.course,0.002,no
30,services,married,high.school,0.001,no
34,admin.,married,university.degree,0.005,no
29,technician,married,university.degree,0.006,no
36,blue-collar,married,basic.9y,0.001,no
51,admin.,married,illiterate,0.007,no
38,technician,single,university.degree,0.556,yes
38,technician,divorced,high.school,0.092,no
32,management,single,university.degree,0.005,no
42,technician,single,unknown,0.002,no
18,student,single,unknown,0.469,no
34,management,single,university.degree,0,no
49,technician,married,university.degree,0.003,no
55,management,married,university.degree,0.101,no
37,blue-collar,married,basic.9y,0.001,no
50,admin.,married,university.degree,0.005,no
24,services,single,high.school,0.269,yes
40,admin.,single,high.school,0.004,no
35,blue-collar,married,basic.9y,0.003,no
36,management,married,university.degree,0.025,no
32,management,single,university.degree,0.438,no
28,services,single,basic.9y,0.037,no
50,housemaid,married,basic.4y,0.017,yes
28,admin.,single,unknown,0.002,no
38,self-employed,divorced,high.school,0.481,yes
33,admin.,single,high.school,0.03,no
39,blue-collar,divorced,basic.6y,0.003,no
54,services,married,high.school,0.005,no
31,technician,married,university.degree,0.006,no
31,admin.,single,high.school,0.014,no
58,blue-collar,divorced,basic.4y,0.002,no
30,technician,married,professional.course,0,no
85,housemaid,married,basic.4y,0.584,no
49,blue-collar,married,basic.9y,0.001,no
32,retired,married,basic.4y,0.224,no
49,blue-collar,married,basic.4y,0.001,no
45,admin.,married,university.degree,0.181,no
50,entrepreneur,married,basic.4y,0.004,no
56,retired,married,basic.6y,0.01,no
40,blue-collar,single,professional.course,0.038,no
33,admin.,single,university.degree,0,no
48,admin.,married,professional.course,0.005,no
48,management,divorced,university.degree,0.002,no
37,technician,married,high.school,0.004,no
33,management,married,university.degree,0.011,no
33,technician,single,professional.course,0.04,no
30,admin.,single,university.degree,0.044,no
56,services,married,high.school,0,no
37,technician,single,university.degree,0.001,no
49,blue-collar,married,basic.9y,0.023,no
51,self-employed,single,university.degree,0.077,no
26,student,single,high.school,0.45,no
38,unknown,married,unknown,0.01,no
33,blue-collar,married,basic.9y,0.038,no
39,technician,married,professional.course,0.327,no
29,admin.,single,university.degree,0.005,no
43,blue-collar,married,basic.9y,0.01,no
38,technician,married,university.degree,0.033,no
53,admin.,married,high.school,0,no
29,admin.,single,high.school,0.006,no
45,admin.,married,high.school,0.132,yes
24,management,single,university.degree,0.038,no
48,entrepreneur,married,basic.4y,0,no
46,admin.,married,university.degree,0.005,no
46,blue-collar,married,basic.9y,0.005,no
47,admin.,married,university.degree,0.047,no
47,admin.,divorced,professional.course,0,no
38,technician,married,high.school,0.157,no
51,retired,married,basic.9y,0,no
47,admin.,married,high.school,0.02,no
42,blue-collar,married,basic.4y,0.001,no
48,admin.,divorced,high.school,0,no
55,management,single,basic.4y,0.009,no
38,technician,married,professional.course,0.269,no
33,services,married,high.school,0.013,no
42,blue-collar,divorced,basic.6y,0.004,no
37,admin.,single,university.degree,0.009,no
43,services,married,high.school,0,no
45,entrepreneur,married,basic.9y,0.012,no
52,services,married,basic.9y,0.008,no
31,technician,single,professional.course,0,no
33,admin.,married,university.degree,0.309,yes
56,technician,married,professional.course,0.017,no
57,technician,divorced,basic.4y,0.022,no
42,admin.,single,university.degree,0.011,no
46,admin.,single,university.degree,0.226,no
28,blue-collar,married,high.school,0.021,no
19,student,single,high.school,0.162,no
30,admin.,single,university.degree,0.582,no
40,services,married,high.school,0.005,no
30,technician,single,university.degree,0.125,no
55,retired,married,basic.9y,0.034,no
36,admin.,married,high.school,0.088,no
36,blue-collar,married,basic.9y,0.018,no
39,admin.,divorced,basic.9y,0.028,no
33,services,divorced,unknown,0.009,no
44,technician,married,high.school,0.027,no
40,technician,married,high.school,0.121,no
66,retired,married,unknown,0.143,no
52,admin.,married,high.school,0.001,no
32,technician,married,professional.course,0.003,no
41,admin.,divorced,university.degree,0.005,no
45,blue-collar,married,basic.4y,0.389,no
58,retired,married,basic.4y,0.23,no
33,blue-collar,married,basic.9y,0,no
32,admin.,married,university.degree,0.001,no
48,admin.,married,professional.course,0.514,yes
40,management,married,high.school,0.003,no
43,technician,married,professional.course,0,no
36,technician,married,professional.course,0.008,no
35,services,divorced,high.school,0.019,no
38,blue-collar,married,basic.9y,0.11,no
37,services,married,high.school,0.001,no
40,technician,single,university.degree,0.019,no
37,admin.,single,high.school,0.354,yes
30,admin.,single,university.degree,0.002,no
45,unemployed,married,high.school,0.101,no
59,retired,married,basic.9y,0.013,no
40,blue-collar,married,basic.6y,0.042,no
41,admin.,married,university.degree,0.005,no
27,admin.,single,university.degree,0.053,no
37,admin.,married,university.degree,0.741,yes
34,technician,divorced,unknown,0.002,no
31,management,married,university.degree,0.024,no
31,self-employed,single,university.degree,0.045,no
31,unemployed,single,professional.course,0.003,no
38,blue-collar,single,basic.9y,0.004,no
37,admin.,married,high.school,0.359,no
30,blue-collar,married,basic.9y,0.004,no
37,admin.,single,university.degree,0.002,no
56,management,married,professional.course,0.382,no
54,services,married,high.school,0.004,no
44,blue-collar,married,basic.9y,0.007,no
47,retired,divorced,university.degree,0.092,no
36,blue-collar,married,basic.9y,0.114,no
33,self-employed,married,basic.9y,0.008,no
34,blue-collar,married,unknown,0.012,no
27,technician,single,professional.course,0,no
28,admin.,single,university.degree,0.216,no
29,admin.,married,university.degree,0.042,no
29,admin.,single,university.degree,0,no
58,entrepreneur,married,university.degree,0.001,no
49,admin.,single,high.school,0.029,no
50,management,divorced,high.school,0.017,no
41,management,married,basic.6y,0.197,yes
35,technician,divorced,professional.course,0.242,no
25,self-employed,single,university.degree,0.003,no
54,admin.,married,high.school,0.824,yes
50,technician,married,professional.course,0.002,no
36,admin.,married,high.school,0.02,no
36,technician,married,professional.course,0.007,no
40,blue-collar,married,high.school,0,no
30,blue-collar,married,basic.9y,0.136,no
55,technician,married,basic.9y,0.008,no
59,admin.,married,high.school,0.008,no
56,housemaid,married,basic.4y,0.017,no
27,admin.,single,high.school,0.005,no
37,unemployed,single,university.degree,0.361,no
33,admin.,married,high.school,0,no
38,self-employed,married,professional.course,0.7,yes
29,student,married,university.degree,0.006,no
47,blue-collar,married,basic.4y,0.442,yes
41,admin.,single,university.degree,0.346,no
43,blue-collar,single,basic.4y,0.005,no
34,self-employed,single,university.degree,0.012,no
26,admin.,single,university.degree,0.672,no
49,technician,married,professional.course,0.005,no
44,admin.,divorced,high.school,0.009,no
42,blue-collar,divorced,high.school,0.004,no
48,technician,married,high.school,0.028,no
33,blue-collar,married,basic.9y,0.005,no
43,blue-collar,married,basic.9y,0.009,no
52,admin.,married,professional.course,0.776,yes
53,admin.,married,basic.6y,0.028,no
26,unemployed,single,high.school,0.025,no
39,technician,married,professional.course,0.001,no
56,retired,married,basic.4y,0.015,no
35,admin.,married,professional.course,0.521,no
46,entrepreneur,married,professional.course,0.003,no
41,blue-collar,married,basic.4y,0,no
35,admin.,married,professional.course,0.489,no
44,management,married,unknown,0.302,no
30,student,single,unknown,0.006,no
41,housemaid,married,university.degree,0.007,no
42,admin.,married,high.school,0.002,no
53,management,married,high.school,0.022,no
37,technician,married,professional.course,0,no
47,technician,married,professional.course,0.02,no
56,blue-collar,married,basic.4y,0,no
37,management,single,basic.9y,0.026,no
55,blue-collar,married,basic.9y,0.003,no
35,entrepreneur,single,university.degree,0.001,no
34,admin.,married,university.degree,0.03,no
34,services,single,high.school,0.006,no
53,technician,divorced,high.school,0.071,no
31,self-employed,married,university.degree,0.007,no
52,admin.,married,professional.course,0.784,yes
32,technician,married,university.degree,0.001,no
56,admin.,divorced,unknown,0,no
40,blue-collar,married,basic.4y,0,no
64,retired,married,basic.4y,0.544,yes
54,management,married,university.degree,0,no
21,student,single,high.school,0.491,no
37,technician,married,professional.course,0.389,no
30,admin.,single,university.degree,0.002,no
41,blue-collar,married,basic.4y,0.021,no
42,blue-collar,married,basic.4y,0.294,yes
46,blue-collar,married,basic.4y,0.001,no
60,retired,married,basic.6y,0.005,no
44,unemployed,married,high.school,0.089,no
50,technician,single,university.degree,0.002,no
37,admin.,divorced,high.school,0.439,yes
22,student,single,high.school,0.321,no
53,services,married,high.school,0.006,no
52,technician,married,high.school,0.104,no
30,technician,single,professional.course,0.023,no
34,blue-collar,divorced,professional.course,0.016,no
36,blue-collar,married,basic.4y,0.005,no
35,admin.,married,university.degree,0.084,no
34,admin.,married,high.school,0,no
38,admin.,married,university.degree,0.008,yes
34,technician,single,university.degree,0.297,yes
42,blue-collar,married,basic.4y,0.002,no
30,blue-collar,married,basic.6y,0.068,yes
52,entrepreneur,married,basic.9y,0.004,no
42,admin.,single,university.degree,0.353,yes
36,technician,divorced,professional.course,0.136,no
27,admin.,single,high.school,0.355,no
36,admin.,married,university.degree,0,no
52,blue-collar,married,basic.9y,0.009,no
32,admin.,single,university.degree,0.442,yes
56,self-employed,married,high.school,0.027,no
28,services,single,basic.9y,0.012,no
27,student,single,university.degree,0.084,no
57,technician,single,professional.course,0.012,no
47,technician,married,professional.course,0,no
51,services,married,professional.course,0.018,no
29,admin.,married,high.school,0.033,no
45,technician,divorced,university.degree,0.022,no
30,blue-collar,single,basic.9y,0.001,no
31,unknown,single,high.school,0.352,no
39,blue-collar,married,basic.6y,0.001,no
38,admin.,married,high.school,0.039,no
35,admin.,single,university.degree,0.025,no
31,admin.,married,unknown,0.027,no
50,housemaid,married,basic.4y,0.002,no
36,admin.,single,university.degree,0.032,no
42,admin.,married,university.degree,0.006,no
29,admin.,divorced,university.degree,0.699,yes
33,entrepreneur,single,high.school,0.061,no
62,unknown,married,professional.course,0.447,no
39,student,single,unknown,0.48,yes
45,blue-collar,married,basic.6y,0.016,no
30,blue-collar,married,basic.4y,0.008,no
72,retired,married,basic.4y,0.709,no
59,retired,married,university.degree,0.101,no
42,blue-collar,married,basic.4y,0.281,yes
29,services,married,high.school,0,no
36,entrepreneur,married,university.degree,0.008,no
51,technician,married,professional.course,0.002,no
33,services,married,high.school,0.421,yes
60,retired,married,high.school,0.008,no
47,entrepreneur,divorced,university.degree,0.003,no
51,admin.,married,high.school,0.005,no
28,technician,married,basic.9y,0.013,no
57,admin.,married,high.school,0.077,no
31,admin.,married,university.degree,0.577,yes
40,housemaid,single,university.degree,0.072,no
50,blue-collar,married,basic.9y,0.008,no
60,admin.,married,university.degree,0.678,yes
37,technician,married,professional.course,0.674,yes
58,retired,married,basic.4y,0.393,yes
29,admin.,single,university.degree,0.002,no
45,services,divorced,high.school,0,no
50,admin.,divorced,university.degree,0.015,no
21,management,single,university.degree,0.248,no
44,blue-collar,married,basic.4y,0.005,no
36,blue-collar,married,high.school,0.002,no
33,technician,married,professional.course,0.301,yes
26,admin.,single,university.degree,0.016,no
36,management,divorced,professional.course,0.012,no
34,services,married,high.school,0,no
56,retired,married,basic.4y,0.008,no
39,self-employed,married,basic.4y,0.006,no
33,management,single,professional.course,0.01,no
39,technician,married,professional.course,0.019,no
73,retired,divorced,basic.4y,0.542,yes
39,management,single,university.degree,0.101,no
33,admin.,married,university.degree,0.171,no
44,blue-collar,married,basic.6y,0.001,no
35,services,married,high.school,0,no
57,admin.,divorced,high.school,0.003,no
33,unemployed,married,university.degree,0.002,no
35,management,single,university.degree,0.017,no
48,admin.,married,high.school,0.002,no
34,admin.,married,university.degree,0.008,no
32,housemaid,married,university.degree,0.008,no
29,unemployed,single,university.degree,0.001,no
37,technician,married,professional.course,0.317,yes
46,self-employed,married,university.degree,0.005,no
25,student,single,high.school,0.398,no
30,management,single,university.degree,0.222,yes
49,unemployed,married,basic.4y,0.017,no
45,blue-collar,married,basic.4y,0.003,no
37,student,single,university.degree,0.008,no
43,management,married,unknown,0.267,no
41,blue-collar,married,basic.4y,0.515,no
53,self-employed,married,university.degree,0.002,no
51,admin.,married,basic.4y,0.293,yes
34,technician,divorced,professional.course,0.469,no
36,admin.,married,high.school,0.053,no
33,services,married,high.school,0.441,no
32,self-employed,single,university.degree,0.458,yes
36,admin.,single,university.degree,0.002,no
45,entrepreneur,married,basic.9y,0.014,no
30,admin.,single,university.degree,0.029,no
41,technician,married,university.degree,0.435,no
24,admin.,married,basic.9y,0.189,yes
28,admin.,married,university.degree,0.361,no
46,blue-collar,married,basic.6y,0.003,no
37,entrepreneur,divorced,high.school,0.013,no
36,housemaid,divorced,basic.9y,0.001,no
24,student,single,high.school,0.904,yes
79,retired,married,basic.9y,0.582,yes
52,management,divorced,university.degree,0.002,no
45,technician,divorced,professional.course,0.002,no
31,technician,married,professional.course,0.002,no
55,entrepreneur,divorced,professional.course,0.008,no
39,housemaid,married,basic.4y,0.002,no
34,management,single,unknown,0.011,no
29,entrepreneur,single,basic.4y,0.022,no
35,management,divorced,university.degree,0.107,no
32,services,married,basic.6y,0.019,no
40,blue-collar,married,basic.9y,0.003,no
29,admin.,single,high.school,0.002,no
38,self-employed,married,university.degree,0.013,no
40,technician,divorced,university.degree,0.344,yes
31,services,married,high.school,0.784,yes
55,blue-collar,single,basic.4y,0.176,no
41,admin.,divorced,high.school,0.043,no
29,technician,single,professional.course,0.005,no
33,admin.,single,university.degree,0.033,no
39,blue-collar,married,basic.4y,0,no
48,technician,married,high.school,0.526,yes
40,management,married,university.degree,0.242,no
36,services,married,basic.9y,0.01,no
38,blue-collar,married,basic.9y,0.006,no
31,technician,single,professional.course,0.004,no
34,admin.,married,university.degree,0,no
34,technician,single,university.degree,0.007,no
35,entrepreneur,married,professional.course,0.022,no
33,blue-collar,married,basic.9y,0.067,no
32,technician,single,high.school,0.032,no
59,blue-collar,married,basic.9y,0.611,yes
52,technician,married,professional.course,0.001,no
47,blue-collar,single,basic.9y,0.015,no
24,admin.,single,university.degree,0.154,no
45,management,married,university.degree,0.049,no
32,entrepreneur,single,high.school,0.009,no
34,technician,married,university.degree,0.001,no
57,management,married,university.degree,0.029,no
46,admin.,single,university.degree,0.009,no
29,admin.,single,high.school,0.016,no
33,technician,married,high.school,0.021,no
43,management,married,high.school,0.413,no
43,blue-collar,married,high.school,0.012,no
42,technician,married,professional.course,0.546,no
40,admin.,married,basic.9y,0.269,no
32,admin.,married,university.degree,0.409,yes
31,technician,single,basic.9y,0.355,yes
31,blue-collar,married,basic.6y,0.561,yes
40,entrepreneur,married,basic.4y,0.029,no
45,technician,married,university.degree,0.464,no
36,services,married,university.degree,0.01,no
52,services,married,university.degree,0.003,no
35,management,married,university.degree,0.375,no
41,blue-collar,married,basic.9y,0.009,no
26,self-employed,married,university.degree,0.005,no
34,management,married,university.degree,0.685,no
35,blue-collar,married,basic.9y,0.001,no
50,housemaid,married,basic.9y,0.002,no
47,admin.,married,university.degree,0.005,no
28,management,single,basic.9y,0.06,no
43,blue-collar,married,unknown,0.008,no
42,admin.,single,unknown,0.003,no
49,entrepreneur,married,basic.4y,0.125,no
58,admin.,married,university.degree,0.005,no
54,technician,married,university.degree,0.021,no
30,blue-collar,married,basic.9y,0.005,no
39,admin.,married,high.school,0.049,no
30,admin.,divorced,high.school,0,no
47,admin.,married,university.degree,0.005,no
36,blue-collar,married,basic.4y,0.038,no
53,admin.,divorced,university.degree,0.006,no
52,management,married,basic.4y,0.01,no
43,technician,married,professional.course,0.407,yes
48,technician,married,university.degree,0.013,no
55,technician,single,professional.course,0.046,no
55,management,married,university.degree,0.005,no
33,blue-collar,married,basic.6y,0.044,no
35,blue-collar,single,professional.course,0.002,no
38,blue-collar,married,basic.6y,0.001,no
35,technician,married,professional.course,0.002,no
33,admin.,married,university.degree,0.561,no
53,services,married,basic.6y,0,no
70,retired,married,basic.4y,0.511,no
32,technician,married,professional.course,0,no
41,admin.,married,high.school,0.032,no
29,blue-collar,single,high.school,0.007,no
37,services,single,basic.9y,0,no
41,blue-collar,married,basic.9y,0.005,no
34,technician,married,professional.course,0.002,no
39,blue-collar,single,basic.9y,0.017,no
40,admin.,single,high.school,0.041,yes
50,admin.,married,high.school,0.01,no
38,technician,married,basic.9y,0.112,no
37,entrepreneur,married,university.degree,0.016,no
54,housemaid,married,basic.9y,0.013,no
50,unemployed,married,basic.9y,0.017,no
36,services,single,high.school,0.007,no
46,technician,single,university.degree,0.008,no
31,blue-collar,married,basic.9y,0.008,no
36,blue-collar,married,unknown,0.002,no
34,blue-collar,married,basic.9y,0.003,no
49,entrepreneur,married,university.degree,0.02,no
42,admin.,single,professional.course,0.128,no
22,blue-collar,single,basic.9y,0.008,no
27,blue-collar,single,basic.9y,0.007,no
51,entrepreneur,married,basic.4y,0.548,no
59,retired,divorced,basic.4y,0.846,yes
32,services,single,high.school,0.047,no
40,technician,married,professional.course,0.138,no
30,blue-collar,single,basic.9y,0.014,no
37,management,married,unknown,0.019,no
32,admin.,married,university.degree,0.303,yes
48,blue-collar,married,basic.9y,0.004,no
36,housemaid,married,high.school,0.006,no
52,admin.,married,basic.6y,0.001,no
45,services,married,high.school,0,no
37,blue-collar,single,professional.course,0.008,no
26,services,single,high.school,0.019,no
33,unemployed,single,university.degree,0.001,no
28,services,single,high.school,0.453,no
41,technician,divorced,professional.course,0.001,no
28,blue-collar,single,basic.4y,0.017,no
32,blue-collar,married,professional.course,0.006,no
38,technician,divorced,university.degree,0.002,no
48,technician,married,professional.course,0.003,no
35,unemployed,single,university.degree,0.014,no
33,technician,married,professional.course,0.249,yes
31,technician,single,high.school,0.032,no
38,blue-collar,married,basic.9y,0.001,no
36,blue-collar,married,unknown,0.019,no
31,blue-collar,married,high.school,0,no
30,admin.,married,university.degree,0,no
22,student,single,high.school,0.062,no
36,technician,married,professional.course,0,no
36,admin.,single,high.school,0.069,no
26,admin.,married,university.degree,0,no
31,technician,married,university.degree,0.023,no
43,admin.,divorced,high.school,0.132,no
45,self-employed,single,professional.course,0.003,no
54,management,married,university.degree,0.035,no
33,management,married,university.degree,0.001,no
38,technician,single,university.degree,0.004,no
27,blue-collar,married,basic.9y,0.013,no
63,technician,married,unknown,0.376,no
28,technician,married,university.degree,0.031,no
27,services,married,high.school,0,no
22,student,single,high.school,0.455,yes
32,blue-collar,married,basic.9y,0.001,no
44,technician,married,professional.course,0.002,no
57,admin.,married,basic.9y,0.118,no
35,self-employed,single,university.degree,0.076,no
47,services,married,unknown,0,no
37,technician,married,university.degree,0.019,no
43,admin.,married,high.school,0.645,no
38,admin.,married,high.school,0.045,no
48,blue-collar,married,basic.4y,0.001,no
44,blue-collar,married,basic.9y,0.012,no
32,admin.,single,high.school,0.004,no
